Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
1990,1,19,5,1000.0,1000,1218.0,1204,US,41,,198.0,184.0,,14.0,0.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,NO
1990,1,20,6,1013.0,1000,1253.0,1204,US,41,,220.0,184.0,,49.0,13.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,YES
1990,1,21,7,1007.0,1000,1225.0,1204,US,41,,198.0,184.0,,21.0,7.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,YES
1990,1,23,2,958.0,1000,1216.0,1204,US,41,,198.0,184.0,,12.0,-2.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,NO
1990,1,24,3,1011.0,1000,1245.0,1204,US,41,,214.0,184.0,,41.0,11.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,YES
1990,1,25,4,1000.0,1000,1253.0,1204,US,41,,233.0,184.0,,49.0,0.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,NO
1990,1,26,5,1003.0,1000,1157.0,1204,US,41,,174.0,184.0,,-7.0,3.0,PIT,IAH,1117.0,,,0,,0,,,,,,NO,YES
1990,1,27,6,956.0,1000,1153.0,1204,US,41,,177.0,184.0,,-11.0,-4.0,PIT,IAH,1117.0,,,0,,0,,,,,,NO,NO
1990,1,28,7,1003.0,1000,1213.0,1204,US,41,,190.0,184.0,,9.0,3.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,YES
1990,1,29,1,1012.0,1000,1257.0,1204,US,41,,225.0,184.0,,53.0,12.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,YES
1990,1,30,2,1045.0,1000,1307.0,1204,US,41,,202.0,184.0,,63.0,45.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,YES
1990,1,31,3,1001.0,1000,1157.0,1204,US,41,,176.0,184.0,,-7.0,1.0,PIT,IAH,1117.0,,,0,,0,,,,,,NO,YES
1990,1,1,1,1817.0,1640,1954.0,1806,US,42,,97.0,86.0,,108.0,97.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,2,2,1709.0,1640,1838.0,1806,US,42,,89.0,86.0,,32.0,29.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,3,3,1650.0,1640,1825.0,1806,US,42,,95.0,86.0,,19.0,10.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,4,4,1654.0,1640,,1806,US,42,,,86.0,,,14.0,DAY,EWR,533.0,,,0,,1,,,,,,YES,YES
1990,1,5,5,1651.0,1640,1823.0,1806,US,42,,92.0,86.0,,17.0,11.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,6,6,1642.0,1640,1818.0,1806,US,42,,96.0,86.0,,12.0,2.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,7,7,1641.0,1640,1812.0,1806,US,42,,91.0,86.0,,6.0,1.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,8,1,1643.0,1640,1815.0,1806,US,42,,92.0,86.0,,9.0,3.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,9,2,1644.0,1640,1819.0,1806,US,42,,95.0,86.0,,13.0,4.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,10,3,1730.0,1640,1903.0,1806,US,42,,93.0,86.0,,57.0,50.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,11,4,1642.0,1640,1811.0,1806,US,42,,89.0,86.0,,5.0,2.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,12,5,1654.0,1640,1853.0,1806,US,42,,119.0,86.0,,47.0,14.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,13,6,1636.0,1640,1811.0,1806,US,42,,95.0,86.0,,5.0,-4.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,NO
1990,1,14,7,1638.0,1640,1805.0,1806,US,42,,87.0,86.0,,-1.0,-2.0,DAY,EWR,533.0,,,0,,0,,,,,,NO,NO
1990,1,15,1,1651.0,1640,1815.0,1806,US,42,,84.0,86.0,,9.0,11.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,16,2,1640.0,1640,1814.0,1806,US,42,,94.0,86.0,,8.0,0.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,NO
1990,1,17,3,1643.0,1640,1813.0,1806,US,42,,90.0,86.0,,7.0,3.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,18,4,1642.0,1640,1823.0,1806,US,42,,101.0,86.0,,17.0,2.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,19,5,1642.0,1640,1809.0,1806,US,42,,87.0,86.0,,3.0,2.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,20,6,1638.0,1640,1810.0,1806,US,42,,92.0,86.0,,4.0,-2.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,NO
1990,1,21,7,1648.0,1640,1827.0,1806,US,42,,99.0,86.0,,21.0,8.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,23,2,1656.0,1640,1830.0,1806,US,42,,94.0,86.0,,24.0,16.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,24,3,1642.0,1640,1803.0,1806,US,42,,81.0,86.0,,-3.0,2.0,DAY,EWR,533.0,,,0,,0,,,,,,NO,YES
1990,1,25,4,1649.0,1640,1920.0,1806,US,42,,151.0,86.0,,74.0,9.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,26,5,1653.0,1640,1856.0,1806,US,42,,123.0,86.0,,50.0,13.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,27,6,1640.0,1640,1806.0,1806,US,42,,86.0,86.0,,0.0,0.0,DAY,EWR,533.0,,,0,,0,,,,,,NO,NO
1990,1,28,7,1638.0,1640,1805.0,1806,US,42,,87.0,86.0,,-1.0,-2.0,DAY,EWR,533.0,,,0,,0,,,,,,NO,NO
1990,1,29,1,1642.0,1640,1825.0,1806,US,42,,103.0,86.0,,19.0,2.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,YES
1990,1,30,2,1640.0,1640,1808.0,1806,US,42,,88.0,86.0,,2.0,0.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,NO
1990,1,31,3,1638.0,1640,1810.0,1806,US,42,,92.0,86.0,,4.0,-2.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,NO
1990,1,1,1,2026.0,1850,2124.0,1948,US,42,,58.0,58.0,,96.0,96.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,2,2,1905.0,1850,2010.0,1948,US,42,,65.0,58.0,,22.0,15.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,3,3,1853.0,1850,1957.0,1948,US,42,,64.0,58.0,,9.0,3.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,4,4,,1850,,1948,US,42,,,58.0,,,,EWR,SYR,194.0,,,1,,0,,,,,,YES,YES
1990,1,5,5,1852.0,1850,1944.0,1948,US,42,,52.0,58.0,,-4.0,2.0,EWR,SYR,194.0,,,0,,0,,,,,,NO,YES
1990,1,6,6,1848.0,1850,1937.0,1948,US,42,,49.0,58.0,,-11.0,-2.0,EWR,SYR,194.0,,,0,,0,,,,,,NO,NO
1990,1,7,7,1851.0,1850,1958.0,1948,US,42,,67.0,58.0,,10.0,1.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,8,1,2226.0,1850,2351.0,1948,US,42,,85.0,58.0,,243.0,216.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,9,2,1853.0,1850,2005.0,1948,US,42,,72.0,58.0,,17.0,3.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,10,3,1924.0,1850,2031.0,1948,US,42,,67.0,58.0,,43.0,34.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,11,4,1850.0,1850,1959.0,1948,US,42,,69.0,58.0,,11.0,0.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,NO
1990,1,12,5,1925.0,1850,2023.0,1948,US,42,,58.0,58.0,,35.0,35.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,13,6,1850.0,1850,1951.0,1948,US,42,,61.0,58.0,,3.0,0.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,NO
1990,1,14,7,1850.0,1850,1946.0,1948,US,42,,56.0,58.0,,-2.0,0.0,EWR,SYR,194.0,,,0,,0,,,,,,NO,NO
1990,1,15,1,1850.0,1850,1948.0,1948,US,42,,58.0,58.0,,0.0,0.0,EWR,SYR,194.0,,,0,,0,,,,,,NO,NO
1990,1,16,2,1852.0,1850,2009.0,1948,US,42,,77.0,58.0,,21.0,2.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,17,3,1848.0,1850,1943.0,1948,US,42,,55.0,58.0,,-5.0,-2.0,EWR,SYR,194.0,,,0,,0,,,,,,NO,NO
1990,1,18,4,1852.0,1850,1951.0,1948,US,42,,59.0,58.0,,3.0,2.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,19,5,1850.0,1850,1945.0,1948,US,42,,55.0,58.0,,-3.0,0.0,EWR,SYR,194.0,,,0,,0,,,,,,NO,NO
1990,1,20,6,1856.0,1850,1945.0,1948,US,42,,49.0,58.0,,-3.0,6.0,EWR,SYR,194.0,,,0,,0,,,,,,NO,YES
1990,1,21,7,1858.0,1850,1951.0,1948,US,42,,53.0,58.0,,3.0,8.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,23,2,1854.0,1850,1951.0,1948,US,42,,57.0,58.0,,3.0,4.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,24,3,1849.0,1850,1944.0,1948,US,42,,55.0,58.0,,-4.0,-1.0,EWR,SYR,194.0,,,0,,0,,,,,,NO,NO
1990,1,25,4,1954.0,1850,2219.0,1948,US,42,,145.0,58.0,,151.0,64.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,26,5,1924.0,1850,2028.0,1948,US,42,,64.0,58.0,,40.0,34.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,27,6,1849.0,1850,1942.0,1948,US,42,,53.0,58.0,,-6.0,-1.0,EWR,SYR,194.0,,,0,,0,,,,,,NO,NO
1990,1,28,7,1851.0,1850,1937.0,1948,US,42,,46.0,58.0,,-11.0,1.0,EWR,SYR,194.0,,,0,,0,,,,,,NO,YES
1990,1,29,1,1955.0,1850,2103.0,1948,US,42,,68.0,58.0,,75.0,65.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,30,2,1850.0,1850,2001.0,1948,US,42,,71.0,58.0,,13.0,0.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,NO
1990,1,31,3,1851.0,1850,1949.0,1948,US,42,,58.0,58.0,,1.0,1.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
1990,1,1,1,831.0,650,1001.0,758,US,43,,90.0,68.0,,123.0,101.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,2,2,655.0,650,759.0,758,US,43,,64.0,68.0,,1.0,5.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,3,3,712.0,650,840.0,758,US,43,,88.0,68.0,,42.0,22.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,4,4,700.0,650,806.0,758,US,43,,66.0,68.0,,8.0,10.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,5,5,816.0,650,923.0,758,US,43,,67.0,68.0,,85.0,86.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,6,6,653.0,650,753.0,758,US,43,,60.0,68.0,,-5.0,3.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,YES
1990,1,7,7,651.0,650,753.0,758,US,43,,62.0,68.0,,-5.0,1.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,YES
1990,1,10,3,650.0,650,759.0,758,US,43,,69.0,68.0,,1.0,0.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,NO
1990,1,11,4,704.0,650,826.0,758,US,43,,82.0,68.0,,28.0,14.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,12,5,659.0,650,807.0,758,US,43,,68.0,68.0,,9.0,9.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,13,6,657.0,650,804.0,758,US,43,,67.0,68.0,,6.0,7.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,14,7,648.0,650,746.0,758,US,43,,58.0,68.0,,-12.0,-2.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,NO
1990,1,16,2,647.0,650,753.0,758,US,43,,66.0,68.0,,-5.0,-3.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,NO
1990,1,17,3,649.0,650,753.0,758,US,43,,64.0,68.0,,-5.0,-1.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,NO
1990,1,18,4,724.0,650,828.0,758,US,43,,64.0,68.0,,30.0,34.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,19,5,648.0,650,808.0,758,US,43,,80.0,68.0,,10.0,-2.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,NO
1990,1,20,6,652.0,650,807.0,758,US,43,,75.0,68.0,,9.0,2.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,21,7,651.0,650,755.0,758,US,43,,64.0,68.0,,-3.0,1.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,YES
1990,1,23,2,653.0,650,805.0,758,US,43,,72.0,68.0,,7.0,3.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,24,3,649.0,650,754.0,758,US,43,,65.0,68.0,,-4.0,-1.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,NO
1990,1,25,4,701.0,650,802.0,758,US,43,,61.0,68.0,,4.0,11.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,26,5,651.0,650,801.0,758,US,43,,70.0,68.0,,3.0,1.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,27,6,654.0,650,754.0,758,US,43,,60.0,68.0,,-4.0,4.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,YES
1990,1,28,7,648.0,650,744.0,758,US,43,,56.0,68.0,,-14.0,-2.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,NO
1990,1,29,1,654.0,650,836.0,758,US,43,,102.0,68.0,,38.0,4.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
1990,1,30,2,649.0,650,757.0,758,US,43,,68.0,68.0,,-1.0,-1.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,NO
1990,1,31,3,650.0,650,755.0,758,US,43,,65.0,68.0,,-3.0,0.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,NO
1990,1,4,4,1538.0,1535,1642.0,1635,US,44,,64.0,60.0,,7.0,3.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,YES
1990,1,5,5,1533.0,1535,1626.0,1635,US,44,,53.0,60.0,,-9.0,-2.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,6,6,1532.0,1535,1630.0,1635,US,44,,58.0,60.0,,-5.0,-3.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,7,7,1537.0,1535,1634.0,1635,US,44,,57.0,60.0,,-1.0,2.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,YES
1990,1,9,2,1540.0,1535,1644.0,1635,US,44,,64.0,60.0,,9.0,5.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,YES
1990,1,10,3,1537.0,1535,1706.0,1635,US,44,,89.0,60.0,,31.0,2.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,YES
1990,1,11,4,1534.0,1535,1636.0,1635,US,44,,62.0,60.0,,1.0,-1.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,NO
1990,1,12,5,1626.0,1535,1734.0,1635,US,44,,68.0,60.0,,59.0,51.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,YES
1990,1,13,6,1534.0,1535,1634.0,1635,US,44,,60.0,60.0,,-1.0,-1.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,14,7,1533.0,1535,1628.0,1635,US,44,,55.0,60.0,,-7.0,-2.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,15,1,1537.0,1535,1637.0,1635,US,44,,60.0,60.0,,2.0,2.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,YES
1990,1,16,2,1539.0,1535,1632.0,1635,US,44,,53.0,60.0,,-3.0,4.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,YES
1990,1,17,3,1535.0,1535,1634.0,1635,US,44,,59.0,60.0,,-1.0,0.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,18,4,1534.0,1535,1631.0,1635,US,44,,57.0,60.0,,-4.0,-1.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,19,5,1538.0,1535,1640.0,1635,US,44,,62.0,60.0,,5.0,3.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,YES
1990,1,20,6,1530.0,1535,1644.0,1635,US,44,,74.0,60.0,,9.0,-5.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,NO
1990,1,21,7,1550.0,1535,1655.0,1635,US,44,,65.0,60.0,,20.0,15.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,YES
1990,1,22,1,1534.0,1535,1635.0,1635,US,44,,61.0,60.0,,0.0,-1.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,23,2,1536.0,1535,1641.0,1635,US,44,,65.0,60.0,,6.0,1.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,YES
1990,1,24,3,1535.0,1535,1632.0,1635,US,44,,57.0,60.0,,-3.0,0.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,25,4,1535.0,1535,1635.0,1635,US,44,,60.0,60.0,,0.0,0.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,26,5,1535.0,1535,1635.0,1635,US,44,,60.0,60.0,,0.0,0.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,27,6,1533.0,1535,1629.0,1635,US,44,,56.0,60.0,,-6.0,-2.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,28,7,1536.0,1535,1638.0,1635,US,44,,62.0,60.0,,3.0,1.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,YES
1990,1,29,1,1610.0,1535,1717.0,1635,US,44,,67.0,60.0,,42.0,35.0,ABE,PIT,253.0,,,0,,0,,,,,,YES,YES
1990,1,30,2,1534.0,1535,1626.0,1635,US,44,,52.0,60.0,,-9.0,-1.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,31,3,1534.0,1535,1627.0,1635,US,44,,53.0,60.0,,-8.0,-1.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
1990,1,1,1,1556.0,1530,1721.0,1653,US,44,,85.0,83.0,,28.0,26.0,ISP,PIT,375.0,,,0,,0,,,,,,YES,YES
1990,1,2,2,1549.0,1530,1705.0,1653,US,44,,76.0,83.0,,12.0,19.0,ISP,PIT,375.0,,,0,,0,,,,,,YES,YES
1990,1,3,3,1546.0,1530,1711.0,1653,US,44,,85.0,83.0,,18.0,16.0,ISP,PIT,375.0,,,0,,0,,,,,,YES,YES
1990,1,1,1,1816.0,1745,1855.0,1832,US,44,,39.0,47.0,,23.0,31.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,2,2,1801.0,1745,1846.0,1832,US,44,,45.0,47.0,,14.0,16.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,3,3,1806.0,1745,1849.0,1832,US,44,,43.0,47.0,,17.0,21.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,4,4,1802.0,1745,1847.0,1832,US,44,,45.0,47.0,,15.0,17.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,5,5,1744.0,1745,1828.0,1832,US,44,,44.0,47.0,,-4.0,-1.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,NO
1990,1,6,6,1741.0,1745,1822.0,1832,US,44,,41.0,47.0,,-10.0,-4.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,NO
1990,1,7,7,1745.0,1745,1824.0,1832,US,44,,39.0,47.0,,-8.0,0.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,NO
1990,1,8,1,2002.0,1745,2044.0,1832,US,44,,42.0,47.0,,132.0,137.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,9,2,1745.0,1745,1835.0,1832,US,44,,50.0,47.0,,3.0,0.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,NO
1990,1,10,3,1757.0,1745,1841.0,1832,US,44,,44.0,47.0,,9.0,12.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,11,4,1753.0,1745,1837.0,1832,US,44,,44.0,47.0,,5.0,8.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,12,5,1812.0,1745,1905.0,1832,US,44,,53.0,47.0,,33.0,27.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,13,6,1745.0,1745,1825.0,1832,US,44,,40.0,47.0,,-7.0,0.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,NO
1990,1,14,7,1749.0,1745,1830.0,1832,US,44,,41.0,47.0,,-2.0,4.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,YES
1990,1,15,1,1748.0,1745,1836.0,1832,US,44,,48.0,47.0,,4.0,3.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,16,2,1759.0,1745,1840.0,1832,US,44,,41.0,47.0,,8.0,14.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,17,3,1745.0,1745,1834.0,1832,US,44,,49.0,47.0,,2.0,0.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,NO
1990,1,18,4,1746.0,1745,1831.0,1832,US,44,,45.0,47.0,,-1.0,1.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,YES
1990,1,19,5,1754.0,1745,1838.0,1832,US,44,,44.0,47.0,,6.0,9.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,20,6,1742.0,1745,1828.0,1832,US,44,,46.0,47.0,,-4.0,-3.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,NO
1990,1,21,7,1800.0,1745,1852.0,1832,US,44,,52.0,47.0,,20.0,15.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,22,1,1748.0,1745,1832.0,1832,US,44,,44.0,47.0,,0.0,3.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,YES
1990,1,23,2,1751.0,1745,1841.0,1832,US,44,,50.0,47.0,,9.0,6.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,24,3,1746.0,1745,1829.0,1832,US,44,,43.0,47.0,,-3.0,1.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,YES
1990,1,25,4,1813.0,1745,1859.0,1832,US,44,,46.0,47.0,,27.0,28.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,26,5,1805.0,1745,1848.0,1832,US,44,,43.0,47.0,,16.0,20.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,27,6,1742.0,1745,1826.0,1832,US,44,,44.0,47.0,,-6.0,-3.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,NO
1990,1,28,7,1745.0,1745,1831.0,1832,US,44,,46.0,47.0,,-1.0,0.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,NO
1990,1,29,1,1756.0,1745,1849.0,1832,US,44,,53.0,47.0,,17.0,11.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
1990,1,30,2,1746.0,1745,1827.0,1832,US,44,,41.0,47.0,,-5.0,1.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,YES
1990,1,31,3,1748.0,1745,1832.0,1832,US,44,,44.0,47.0,,0.0,3.0,PIT,CMH,144.0,,,0,,0,,,,,,NO,YES
1990,1,2,2,1928.0,1910,2041.0,2023,US,45,,73.0,73.0,,18.0,18.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
1990,1,3,3,1909.0,1910,2021.0,2023,US,45,,72.0,73.0,,-2.0,-1.0,BUR,SFO,326.0,,,0,,0,,,,,,NO,NO
1990,1,4,4,1923.0,1910,2033.0,2023,US,45,,70.0,73.0,,10.0,13.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
1990,1,5,5,1912.0,1910,2020.0,2023,US,45,,68.0,73.0,,-3.0,2.0,BUR,SFO,326.0,,,0,,0,,,,,,NO,YES
1990,1,6,6,1909.0,1910,2019.0,2023,US,45,,70.0,73.0,,-4.0,-1.0,BUR,SFO,326.0,,,0,,0,,,,,,NO,NO
1990,1,7,7,1912.0,1910,2024.0,2023,US,45,,72.0,73.0,,1.0,2.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
1990,1,8,1,1920.0,1910,2043.0,2023,US,45,,83.0,73.0,,20.0,10.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
1990,1,9,2,1912.0,1910,2016.0,2023,US,45,,64.0,73.0,,-7.0,2.0,BUR,SFO,326.0,,,0,,0,,,,,,NO,YES
1990,1,10,3,1919.0,1910,2022.0,2023,US,45,,63.0,73.0,,-1.0,9.0,BUR,SFO,326.0,,,0,,0,,,,,,NO,YES
1990,1,11,4,1925.0,1910,2042.0,2023,US,45,,77.0,73.0,,19.0,15.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
1990,1,12,5,2022.0,1910,2145.0,2023,US,45,,83.0,73.0,,82.0,72.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
1990,1,13,6,1911.0,1910,2040.0,2023,US,45,,89.0,73.0,,17.0,1.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
1990,1,14,7,1927.0,1910,2033.0,2023,US,45,,66.0,73.0,,10.0,17.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
1990,1,15,1,1909.0,1910,2013.0,2023,US,45,,64.0,73.0,,-10.0,-1.0,BUR,SFO,326.0,,,0,,0,,,,,,NO,NO
1990,1,16,2,1946.0,1910,2103.0,2023,US,45,,77.0,73.0,,40.0,36.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
1990,1,17,3,1924.0,1910,2038.0,2023,US,45,,74.0,73.0,,15.0,14.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
1990,1,18,4,1910.0,1910,2026.0,2023,US,45,,76.0,73.0,,3.0,0.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,NO
1990,1,19,5,1915.0,1910,2026.0,2023,US,45,,71.0,73.0,,3.0,5.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
1990,1,20,6,1913.0,1910,2014.0,2023,US,45,,61.0,73.0,,-9.0,3.0,BUR,SFO,326.0,,,0,,0,,,,,,NO,YES
